Serial Number,Area Name,Number Of Duties,Days,Time
540,Vasanth Nagar,114,Tuesday,11:00 to 12:00
541,Vasanth Nagar,115,Tuesday,12:00 to 13:00
542,Vasanth Nagar,115,Tuesday,13:00 to 14:00
543,Vasanth Nagar,81,Tuesday,14:00 to 15:00
544,Vasanth Nagar,97,Tuesday,15:00 to 16:00
545,Vasanth Nagar,113,Tuesday,16:00 to 17:00
546,Vasanth Nagar,161,Tuesday,17:00 to 18:00
547,Vasanth Nagar,150,Tuesday,18:00 to 19:00
548,Vasanth Nagar,154,Tuesday,19:00 to 20:00
549,Vasanth Nagar,124,Tuesday,20:00 to 21:00
550,Vasanth Nagar,126,Tuesday,21:00 to 22:00
551,Vasanth Nagar,128,Tuesday,22:00 to 23:00
552,Vasanth Nagar,78,Tuesday,23:00 to 00:00
553,Vasanth Nagar,66,Wednesday,00:00 to 01:00
554,Vasanth Nagar,55,Wednesday,01:00 to 02:00
555,Vasanth Nagar,50,Wednesday,02:00 to 03:00
556,Vasanth Nagar,87,Wednesday,03:00 to 04:00
557,Vasanth Nagar,66,Wednesday,04:00 to 05:00
558,Vasanth Nagar,81,Wednesday,05:00 to 06:00
559,Vasanth Nagar,73,Wednesday,06:00 to 07:00
560,Vasanth Nagar,109,Wednesday,07:00 to 08:00
561,Vasanth Nagar,118,Wednesday,08:00 to 09:00
562,Vasanth Nagar,132,Wednesday,09:00 to 10:00
563,Vasanth Nagar,112,Wednesday,10:00 to 11:00
564,Vasanth Nagar,103,Wednesday,11:00 to 12:00
565,Vasanth Nagar,83,Wednesday,12:00 to 13:00
566,Vasanth Nagar,117,Wednesday,13:00 to 14:00
567,Vasanth Nagar,112,Wednesday,14:00 to 15:00
568,Vasanth Nagar,123,Wednesday,15:00 to 16:00
569,Vasanth Nagar,70,Wednesday,16:00 to 17:00
570,Vasanth Nagar,114,Wednesday,17:00 to 18:00
571,Vasanth Nagar,156,Wednesday,18:00 to 19:00
572,Vasanth Nagar,127,Wednesday,19:00 to 20:00
573,Vasanth Nagar,110,Wednesday,20:00 to 21:00
574,Vasanth Nagar,73,Wednesday,21:00 to 22:00
575,Vasanth Nagar,117,Wednesday,22:00 to 23:00
576,Vasanth Nagar,93,Wednesday,23:00 to 00:00
577,Vasanth Nagar,69,Thursday,00:00 to 01:00
578,Vasanth Nagar,89,Thursday,01:00 to 02:00
579,Vasanth Nagar,65,Thursday,02:00 to 03:00
580,Vasanth Nagar,67,Thursday,03:00 to 04:00
581,Vasanth Nagar,69,Thursday,04:00 to 05:00
582,Vasanth Nagar,83,Thursday,05:00 to 06:00
583,Vasanth Nagar,80,Thursday,06:00 to 07:00
584,Vasanth Nagar,75,Thursday,07:00 to 08:00
585,Vasanth Nagar,114,Thursday,08:00 to 09:00
586,Vasanth Nagar,116,Thursday,09:00 to 10:00
587,Vasanth Nagar,123,Thursday,10:00 to 11:00
588,Vasanth Nagar,77,Thursday,11:00 to 12:00
589,Vasanth Nagar,71,Thursday,12:00 to 13:00
590,Vasanth Nagar,127,Thursday,13:00 to 14:00
591,Vasanth Nagar,82,Thursday,14:00 to 15:00
592,Vasanth Nagar,80,Thursday,15:00 to 16:00
593,Vasanth Nagar,73,Thursday,16:00 to 17:00
594,Vasanth Nagar,168,Thursday,17:00 to 18:00
595,Vasanth Nagar,113,Thursday,18:00 to 19:00
596,Vasanth Nagar,122,Thursday,19:00 to 20:00
597,Vasanth Nagar,82,Thursday,20:00 to 21:00
598,Vasanth Nagar,119,Thursday,21:00 to 22:00
599,Vasanth Nagar,127,Thursday,22:00 to 23:00
600,Vasanth Nagar,116,Thursday,23:00 to 00:00
601,Vasanth Nagar,60,Friday,00:00 to 01:00
602,Vasanth Nagar,86,Friday,01:00 to 02:00
603,Vasanth Nagar,71,Friday,02:00 to 03:00
604,Vasanth Nagar,68,Friday,03:00 to 04:00
605,Vasanth Nagar,64,Friday,04:00 to 05:00
606,Vasanth Nagar,90,Friday,05:00 to 06:00
607,Vasanth Nagar,102,Friday,06:00 to 07:00
608,Vasanth Nagar,124,Friday,07:00 to 08:00
609,Vasanth Nagar,158,Friday,08:00 to 09:00
610,Vasanth Nagar,127,Friday,09:00 to 10:00
611,Vasanth Nagar,129,Friday,10:00 to 11:00
612,Vasanth Nagar,77,Friday,11:00 to 12:00
613,Vasanth Nagar,125,Friday,12:00 to 13:00
614,Vasanth Nagar,113,Friday,13:00 to 14:00
615,Vasanth Nagar,89,Friday,14:00 to 15:00
616,Vasanth Nagar,127,Friday,15:00 to 16:00
617,Vasanth Nagar,76,Friday,16:00 to 17:00
618,Vasanth Nagar,155,Friday,17:00 to 18:00
619,Vasanth Nagar,159,Friday,18:00 to 19:00
620,Vasanth Nagar,138,Friday,19:00 to 20:00
621,Vasanth Nagar,91,Friday,20:00 to 21:00
622,Vasanth Nagar,78,Friday,21:00 to 22:00
623,Vasanth Nagar,106,Friday,22:00 to 23:00
624,Vasanth Nagar,119,Friday,23:00 to 00:00
625,Vasanth Nagar,122,Saturday,00:00 to 01:00
626,Vasanth Nagar,136,Saturday,01:00 to 02:00
627,Vasanth Nagar,142,Saturday,02:00 to 03:00
628,Vasanth Nagar,104,Saturday,03:00 to 04:00
629,Vasanth Nagar,93,Saturday,04:00 to 05:00
630,Vasanth Nagar,105,Saturday,05:00 to 06:00
631,Vasanth Nagar,110,Saturday,06:00 to 07:00
632,Vasanth Nagar,92,Saturday,07:00 to 08:00
633,Vasanth Nagar,63,Saturday,08:00 to 09:00
634,Vasanth Nagar,80,Saturday,09:00 to 10:00
635,Vasanth Nagar,123,Saturday,10:00 to 11:00
636,Vasanth Nagar,86,Saturday,11:00 to 12:00
637,Vasanth Nagar,117,Saturday,12:00 to 13:00
638,Vasanth Nagar,80,Saturday,13:00 to 14:00
639,Vasanth Nagar,116,Saturday,14:00 to 15:00
640,Vasanth Nagar,123,Saturday,15:00 to 16:00
641,Vasanth Nagar,103,Saturday,16:00 to 17:00
642,Vasanth Nagar,124,Saturday,17:00 to 18:00
643,Vasanth Nagar,83,Saturday,18:00 to 19:00
644,Vasanth Nagar,67,Saturday,19:00 to 20:00
645,Vasanth Nagar,95,Saturday,20:00 to 21:00
646,Vasanth Nagar,66,Saturday,21:00 to 22:00
647,Vasanth Nagar,120,Saturday,22:00 to 23:00
648,Vasanth Nagar,132,Saturday,23:00 to 00:00
649,Vasanth Nagar,95,Sunday,00:00 to 01:00
650,Vasanth Nagar,125,Sunday,01:00 to 02:00
651,Vasanth Nagar,106,Sunday,02:00 to 03:00
652,Vasanth Nagar,76,Sunday,03:00 to 04:00
653,Vasanth Nagar,110,Sunday,04:00 to 05:00
654,Vasanth Nagar,108,Sunday,05:00 to 06:00
655,Vasanth Nagar,88,Sunday,06:00 to 07:00
656,Vasanth Nagar,99,Sunday,07:00 to 08:00
657,Vasanth Nagar,100,Sunday,08:00 to 09:00
658,Vasanth Nagar,89,Sunday,09:00 to 10:00
659,Vasanth Nagar,113,Sunday,10:00 to 11:00
660,Vasanth Nagar,109,Sunday,11:00 to 12:00
661,Vasanth Nagar,110,Sunday,12:00 to 13:00
662,Vasanth Nagar,86,Sunday,13:00 to 14:00
663,Vasanth Nagar,85,Sunday,14:00 to 15:00
664,Vasanth Nagar,84,Sunday,15:00 to 16:00
665,Vasanth Nagar,90,Sunday,16:00 to 17:00
666,Vasanth Nagar,89,Sunday,17:00 to 18:00
667,Vasanth Nagar,100,Sunday,18:00 to 19:00
668,Vasanth Nagar,100,Sunday,19:00 to 20:00
669,Vasanth Nagar,67,Sunday,20:00 to 21:00
670,Vasanth Nagar,75,Sunday,21:00 to 22:00
671,Vasanth Nagar,117,Sunday,22:00 to 23:00
672,Vasanth Nagar,132,Sunday,23:00 to 00:00
673,Cubbon Park,85,Monday,00:00 to 01:00
674,Cubbon Park,58,Monday,01:00 to 02:00
675,Cubbon Park,76,Monday,02:00 to 03:00
676,Cubbon Park,73,Monday,03:00 to 04:00
677,Cubbon Park,56,Monday,04:00 to 05:00
678,Cubbon Park,89,Monday,05:00 to 06:00
679,Cubbon Park,108,Monday,06:00 to 07:00
680,Cubbon Park,91,Monday,07:00 to 08:00
681,Cubbon Park,113,Monday,08:00 to 09:00
682,Cubbon Park,141,Monday,09:00 to 10:00
683,Cubbon Park,125,Monday,10:00 to 11:00
684,Cubbon Park,77,Monday,11:00 to 12:00
685,Cubbon Park,101,Monday,12:00 to 13:00
686,Cubbon Park,109,Monday,13:00 to 14:00
687,Cubbon Park,127,Monday,14:00 to 15:00
688,Cubbon Park,79,Monday,15:00 to 16:00
689,Cubbon Park,97,Monday,16:00 to 17:00
690,Cubbon Park,134,Monday,17:00 to 18:00
691,Cubbon Park,114,Monday,18:00 to 19:00
692,Cubbon Park,143,Monday,19:00 to 20:00
693,Cubbon Park,82,Monday,20:00 to 21:00
694,Cubbon Park,90,Monday,21:00 to 22:00
695,Cubbon Park,119,Monday,22:00 to 23:00
696,Cubbon Park,112,Monday,23:00 to 00:00
697,Cubbon Park,69,Tuesday,00:00 to 01:00
698,Cubbon Park,88,Tuesday,01:00 to 02:00
699,Cubbon Park,82,Tuesday,02:00 to 03:00
700,Cubbon Park,52,Tuesday,03:00 to 04:00
701,Cubbon Park,56,Tuesday,04:00 to 05:00
702,Cubbon Park,72,Tuesday,05:00 to 06:00
703,Cubbon Park,98,Tuesday,06:00 to 07:00
704,Cubbon Park,85,Tuesday,07:00 to 08:00
705,Cubbon Park,122,Tuesday,08:00 to 09:00
706,Cubbon Park,112,Tuesday,09:00 to 10:00
707,Cubbon Park,157,Tuesday,10:00 to 11:00
708,Cubbon Park,92,Tuesday,11:00 to 12:00
709,Cubbon Park,103,Tuesday,12:00 to 13:00
710,Cubbon Park,102,Tuesday,13:00 to 14:00
711,Cubbon Park,92,Tuesday,14:00 to 15:00
712,Cubbon Park,122,Tuesday,15:00 to 16:00
713,Cubbon Park,111,Tuesday,16:00 to 17:00
714,Cubbon Park,141,Tuesday,17:00 to 18:00
715,Cubbon Park,153,Tuesday,18:00 to 19:00
716,Cubbon Park,156,Tuesday,19:00 to 20:00
717,Cubbon Park,119,Tuesday,20:00 to 21:00
718,Cubbon Park,117,Tuesday,21:00 to 22:00
719,Cubbon Park,118,Tuesday,22:00 to 23:00
720,Cubbon Park,93,Tuesday,23:00 to 00:00
721,Cubbon Park,50,Wednesday,00:00 to 01:00
722,Cubbon Park,80,Wednesday,01:00 to 02:00
723,Cubbon Park,82,Wednesday,02:00 to 03:00
724,Cubbon Park,90,Wednesday,03:00 to 04:00
725,Cubbon Park,74,Wednesday,04:00 to 05:00
726,Cubbon Park,78,Wednesday,05:00 to 06:00
727,Cubbon Park,106,Wednesday,06:00 to 07:00
728,Cubbon Park,86,Wednesday,07:00 to 08:00
729,Cubbon Park,124,Wednesday,08:00 to 09:00
730,Cubbon Park,132,Wednesday,09:00 to 10:00
731,Cubbon Park,114,Wednesday,10:00 to 11:00
732,Cubbon Park,89,Wednesday,11:00 to 12:00
733,Cubbon Park,109,Wednesday,12:00 to 13:00
734,Cubbon Park,72,Wednesday,13:00 to 14:00
735,Cubbon Park,120,Wednesday,14:00 to 15:00
736,Cubbon Park,92,Wednesday,15:00 to 16:00
737,Cubbon Park,75,Wednesday,16:00 to 17:00
738,Cubbon Park,147,Wednesday,17:00 to 18:00
739,Cubbon Park,140,Wednesday,18:00 to 19:00
740,Cubbon Park,123,Wednesday,19:00 to 20:00
741,Cubbon Park,86,Wednesday,20:00 to 21:00
742,Cubbon Park,120,Wednesday,21:00 to 22:00
743,Cubbon Park,97,Wednesday,22:00 to 23:00
744,Cubbon Park,85,Wednesday,23:00 to 00:00
745,Cubbon Park,51,Thursday,00:00 to 01:00
746,Cubbon Park,78,Thursday,01:00 to 02:00
747,Cubbon Park,80,Thursday,02:00 to 03:00
748,Cubbon Park,71,Thursday,03:00 to 04:00
749,Cubbon Park,89,Thursday,04:00 to 05:00
750,Cubbon Park,76,Thursday,05:00 to 06:00
751,Cubbon Park,95,Thursday,06:00 to 07:00
752,Cubbon Park,81,Thursday,07:00 to 08:00
753,Cubbon Park,128,Thursday,08:00 to 09:00
754,Cubbon Park,146,Thursday,09:00 to 10:00
755,Cubbon Park,115,Thursday,10:00 to 11:00
756,Cubbon Park,105,Thursday,11:00 to 12:00
757,Cubbon Park,103,Thursday,12:00 to 13:00
758,Cubbon Park,84,Thursday,13:00 to 14:00
759,Cubbon Park,79,Thursday,14:00 to 15:00
760,Cubbon Park,116,Thursday,15:00 to 16:00
761,Cubbon Park,96,Thursday,16:00 to 17:00
762,Cubbon Park,125,Thursday,17:00 to 18:00
763,Cubbon Park,163,Thursday,18:00 to 19:00
764,Cubbon Park,141,Thursday,19:00 to 20:00
765,Cubbon Park,110,Thursday,20:00 to 21:00
766,Cubbon Park,70,Thursday,21:00 to 22:00
767,Cubbon Park,82,Thursday,22:00 to 23:00
768,Cubbon Park,112,Thursday,23:00 to 00:00
769,Cubbon Park,82,Friday,00:00 to 01:00
770,Cubbon Park,56,Friday,01:00 to 02:00
771,Cubbon Park,56,Friday,02:00 to 03:00
772,Cubbon Park,70,Friday,03:00 to 04:00
773,Cubbon Park,77,Friday,04:00 to 05:00
774,Cubbon Park,101,Friday,05:00 to 06:00
775,Cubbon Park,124,Friday,06:00 to 07:00
776,Cubbon Park,103,Friday,07:00 to 08:00
777,Cubbon Park,102,Friday,08:00 to 09:00
778,Cubbon Park,147,Friday,09:00 to 10:00
779,Cubbon Park,132,Friday,10:00 to 11:00
780,Cubbon Park,97,Friday,11:00 to 12:00
781,Cubbon Park,111,Friday,12:00 to 13:00
782,Cubbon Park,98,Friday,13:00 to 14:00
783,Cubbon Park,126,Friday,14:00 to 15:00
784,Cubbon Park,114,Friday,15:00 to 16:00
785,Cubbon Park,81,Friday,16:00 to 17:00
786,Cubbon Park,155,Friday,17:00 to 18:00
787,Cubbon Park,114,Friday,18:00 to 19:00
788,Cubbon Park,110,Friday,19:00 to 20:00
789,Cubbon Park,93,Friday,20:00 to 21:00
790,Cubbon Park,130,Friday,21:00 to 22:00
791,Cubbon Park,104,Friday,22:00 to 23:00
792,Cubbon Park,116,Friday,23:00 to 00:00
793,Cubbon Park,110,Saturday,00:00 to 01:00
794,Cubbon Park,135,Saturday,01:00 to 02:00
795,Cubbon Park,92,Saturday,02:00 to 03:00
796,Cubbon Park,60,Saturday,03:00 to 04:00
797,Cubbon Park,65,Saturday,04:00 to 05:00
798,Cubbon Park,74,Saturday,05:00 to 06:00
799,Cubbon Park,80,Saturday,06:00 to 07:00
800,Cubbon Park,77,Saturday,07:00 to 08:00
801,Cubbon Park,81,Saturday,08:00 to 09:00
802,Cubbon Park,90,Saturday,09:00 to 10:00
803,Cubbon Park,105,Saturday,10:00 to 11:00
804,Cubbon Park,122,Saturday,11:00 to 12:00
805,Cubbon Park,112,Saturday,12:00 to 13:00
806,Cubbon Park,129,Saturday,13:00 to 14:00
807,Cubbon Park,110,Saturday,14:00 to 15:00
808,Cubbon Park,96,Saturday,15:00 to 16:00
809,Cubbon Park,113,Saturday,16:00 to 17:00
810,Cubbon Park,90,Saturday,17:00 to 18:00
811,Cubbon Park,105,Saturday,18:00 to 19:00
812,Cubbon Park,72,Saturday,19:00 to 20:00
813,Cubbon Park,86,Saturday,20:00 to 21:00
814,Cubbon Park,69,Saturday,21:00 to 22:00
815,Cubbon Park,107,Saturday,22:00 to 23:00
816,Cubbon Park,107,Saturday,23:00 to 00:00
817,Cubbon Park,118,Sunday,00:00 to 01:00
818,Cubbon Park,95,Sunday,01:00 to 02:00
819,Cubbon Park,139,Sunday,02:00 to 03:00
820,Cubbon Park,66,Sunday,03:00 to 04:00
821,Cubbon Park,101,Sunday,04:00 to 05:00
822,Cubbon Park,99,Sunday,05:00 to 06:00
823,Cubbon Park,110,Sunday,06:00 to 07:00
824,Cubbon Park,100,Sunday,07:00 to 08:00
825,Cubbon Park,83,Sunday,08:00 to 09:00
826,Cubbon Park,75,Sunday,09:00 to 10:00
827,Cubbon Park,90,Sunday,10:00 to 11:00
828,Cubbon Park,118,Sunday,11:00 to 12:00
829,Cubbon Park,83,Sunday,12:00 to 13:00
830,Cubbon Park,93,Sunday,13:00 to 14:00
831,Cubbon Park,91,Sunday,14:00 to 15:00
832,Cubbon Park,124,Sunday,15:00 to 16:00
833,Cubbon Park,105,Sunday,16:00 to 17:00
834,Cubbon Park,84,Sunday,17:00 to 18:00
835,Cubbon Park,104,Sunday,18:00 to 19:00
836,Cubbon Park,69,Sunday,19:00 to 20:00
837,Cubbon Park,77,Sunday,20:00 to 21:00
838,Cubbon Park,81,Sunday,21:00 to 22:00
839,Cubbon Park,119,Sunday,22:00 to 23:00
840,Cubbon Park,143,Sunday,23:00 to 00:00
841,Ulsoor,59,Monday,00:00 to 01:00
842,Ulsoor,66,Monday,01:00 to 02:00
843,Ulsoor,65,Monday,02:00 to 03:00
844,Ulsoor,76,Monday,03:00 to 04:00
845,Ulsoor,80,Monday,04:00 to 05:00
846,Ulsoor,129,Monday,05:00 to 06:00
847,Ulsoor,117,Monday,06:00 to 07:00
848,Ulsoor,71,Monday,07:00 to 08:00
849,Ulsoor,132,Monday,08:00 to 09:00
850,Ulsoor,135,Monday,09:00 to 10:00
851,Ulsoor,154,Monday,10:00 to 11:00
852,Ulsoor,102,Monday,11:00 to 12:00
853,Ulsoor,70,Monday,12:00 to 13:00
854,Ulsoor,81,Monday,13:00 to 14:00
855,Ulsoor,117,Monday,14:00 to 15:00
856,Ulsoor,125,Monday,15:00 to 16:00
857,Ulsoor,105,Monday,16:00 to 17:00
858,Ulsoor,120,Monday,17:00 to 18:00
859,Ulsoor,114,Monday,18:00 to 19:00
860,Ulsoor,136,Monday,19:00 to 20:00
861,Ulsoor,86,Monday,20:00 to 21:00
862,Ulsoor,105,Monday,21:00 to 22:00
863,Ulsoor,110,Monday,22:00 to 23:00
864,Ulsoor,102,Monday,23:00 to 00:00
865,Ulsoor,77,Tuesday,00:00 to 01:00
866,Ulsoor,71,Tuesday,01:00 to 02:00
867,Ulsoor,65,Tuesday,02:00 to 03:00
868,Ulsoor,70,Tuesday,03:00 to 04:00
869,Ulsoor,73,Tuesday,04:00 to 05:00
870,Ulsoor,126,Tuesday,05:00 to 06:00
871,Ulsoor,121,Tuesday,06:00 to 07:00
872,Ulsoor,83,Tuesday,07:00 to 08:00
873,Ulsoor,141,Tuesday,08:00 to 09:00
874,Ulsoor,143,Tuesday,09:00 to 10:00
875,Ulsoor,124,Tuesday,10:00 to 11:00
876,Ulsoor,87,Tuesday,11:00 to 12:00
877,Ulsoor,88,Tuesday,12:00 to 13:00
878,Ulsoor,109,Tuesday,13:00 to 14:00
879,Ulsoor,113,Tuesday,14:00 to 15:00
880,Ulsoor,81,Tuesday,15:00 to 16:00
881,Ulsoor,93,Tuesday,16:00 to 17:00
882,Ulsoor,151,Tuesday,17:00 to 18:00
883,Ulsoor,120,Tuesday,18:00 to 19:00
884,Ulsoor,149,Tuesday,19:00 to 20:00
885,Ulsoor,109,Tuesday,20:00 to 21:00
886,Ulsoor,102,Tuesday,21:00 to 22:00
887,Ulsoor,115,Tuesday,22:00 to 23:00
888,Ulsoor,110,Tuesday,23:00 to 00:00
889,Ulsoor,54,Wednesday,00:00 to 01:00
890,Ulsoor,68,Wednesday,01:00 to 02:00
891,Ulsoor,62,Wednesday,02:00 to 03:00
892,Ulsoor,67,Wednesday,03:00 to 04:00
893,Ulsoor,88,Wednesday,04:00 to 05:00
894,Ulsoor,82,Wednesday,05:00 to 06:00
895,Ulsoor,92,Wednesday,06:00 to 07:00
896,Ulsoor,110,Wednesday,07:00 to 08:00
897,Ulsoor,128,Wednesday,08:00 to 09:00
898,Ulsoor,134,Wednesday,09:00 to 10:00
899,Ulsoor,133,Wednesday,10:00 to 11:00
900,Ulsoor,112,Wednesday,11:00 to 12:00
901,Ulsoor,123,Wednesday,12:00 to 13:00
902,Ulsoor,94,Wednesday,13:00 to 14:00
903,Ulsoor,70,Wednesday,14:00 to 15:00
904,Ulsoor,91,Wednesday,15:00 to 16:00
905,Ulsoor,87,Wednesday,16:00 to 17:00
906,Ulsoor,114,Wednesday,17:00 to 18:00
907,Ulsoor,132,Wednesday,18:00 to 19:00
908,Ulsoor,112,Wednesday,19:00 to 20:00
909,Ulsoor,83,Wednesday,20:00 to 21:00
910,Ulsoor,71,Wednesday,21:00 to 22:00
911,Ulsoor,99,Wednesday,22:00 to 23:00
912,Ulsoor,72,Wednesday,23:00 to 00:00
913,Ulsoor,81,Thursday,00:00 to 01:00
914,Ulsoor,69,Thursday,01:00 to 02:00
915,Ulsoor,79,Thursday,02:00 to 03:00
916,Ulsoor,57,Thursday,03:00 to 04:00
917,Ulsoor,52,Thursday,04:00 to 05:00
918,Ulsoor,81,Thursday,05:00 to 06:00
919,Ulsoor,77,Thursday,06:00 to 07:00
920,Ulsoor,129,Thursday,07:00 to 08:00
921,Ulsoor,110,Thursday,08:00 to 09:00
922,Ulsoor,157,Thursday,09:00 to 10:00
923,Ulsoor,145,Thursday,10:00 to 11:00
924,Ulsoor,83,Thursday,11:00 to 12:00
925,Ulsoor,94,Thursday,12:00 to 13:00
926,Ulsoor,87,Thursday,13:00 to 14:00
927,Ulsoor,85,Thursday,14:00 to 15:00
928,Ulsoor,70,Thursday,15:00 to 16:00
929,Ulsoor,110,Thursday,16:00 to 17:00
930,Ulsoor,147,Thursday,17:00 to 18:00
931,Ulsoor,150,Thursday,18:00 to 19:00
932,Ulsoor,144,Thursday,19:00 to 20:00
933,Ulsoor,78,Thursday,20:00 to 21:00
934,Ulsoor,108,Thursday,21:00 to 22:00
935,Ulsoor,104,Thursday,22:00 to 23:00
936,Ulsoor,107,Thursday,23:00 to 00:00
937,Ulsoor,60,Friday,00:00 to 01:00
938,Ulsoor,71,Friday,01:00 to 02:00
939,Ulsoor,84,Friday,02:00 to 03:00
940,Ulsoor,67,Friday,03:00 to 04:00
941,Ulsoor,79,Friday,04:00 to 05:00
942,Ulsoor,123,Friday,05:00 to 06:00
943,Ulsoor,83,Friday,06:00 to 07:00
944,Ulsoor,71,Friday,07:00 to 08:00
945,Ulsoor,120,Friday,08:00 to 09:00
946,Ulsoor,115,Friday,09:00 to 10:00
947,Ulsoor,141,Friday,10:00 to 11:00
948,Ulsoor,94,Friday,11:00 to 12:00
949,Ulsoor,103,Friday,12:00 to 13:00
950,Ulsoor,82,Friday,13:00 to 14:00
951,Ulsoor,104,Friday,14:00 to 15:00
952,Ulsoor,93,Friday,15:00 to 16:00
953,Ulsoor,83,Friday,16:00 to 17:00
954,Ulsoor,157,Friday,17:00 to 18:00
955,Ulsoor,168,Friday,18:00 to 19:00
956,Ulsoor,114,Friday,19:00 to 20:00
957,Ulsoor,113,Friday,20:00 to 21:00
958,Ulsoor,104,Friday,21:00 to 22:00
959,Ulsoor,120,Friday,22:00 to 23:00
960,Ulsoor,83,Friday,23:00 to 00:00
961,Ulsoor,96,Saturday,00:00 to 01:00
962,Ulsoor,134,Saturday,01:00 to 02:00
963,Ulsoor,140,Saturday,02:00 to 03:00
964,Ulsoor,110,Saturday,03:00 to 04:00
965,Ulsoor,103,Saturday,04:00 to 05:00
966,Ulsoor,96,Saturday,05:00 to 06:00
967,Ulsoor,103,Saturday,06:00 to 07:00
968,Ulsoor,70,Saturday,07:00 to 08:00
969,Ulsoor,87,Saturday,08:00 to 09:00
970,Ulsoor,73,Saturday,09:00 to 10:00
971,Ulsoor,125,Saturday,10:00 to 11:00
972,Ulsoor,98,Saturday,11:00 to 12:00
973,Ulsoor,97,Saturday,12:00 to 13:00
974,Ulsoor,125,Saturday,13:00 to 14:00
975,Ulsoor,111,Saturday,14:00 to 15:00
976,Ulsoor,89,Saturday,15:00 to 16:00
977,Ulsoor,123,Saturday,16:00 to 17:00
978,Ulsoor,110,Saturday,17:00 to 18:00
979,Ulsoor,84,Saturday,18:00 to 19:00
980,Ulsoor,101,Saturday,19:00 to 20:00
981,Ulsoor,83,Saturday,20:00 to 21:00
982,Ulsoor,105,Saturday,21:00 to 22:00
983,Ulsoor,119,Saturday,22:00 to 23:00
984,Ulsoor,124,Saturday,23:00 to 00:00
985,Ulsoor,95,Sunday,00:00 to 01:00
986,Ulsoor,142,Sunday,01:00 to 02:00
987,Ulsoor,126,Sunday,02:00 to 03:00
988,Ulsoor,77,Sunday,03:00 to 04:00
989,Ulsoor,108,Sunday,04:00 to 05:00
990,Ulsoor,85,Sunday,05:00 to 06:00
991,Ulsoor,62,Sunday,06:00 to 07:00
992,Ulsoor,108,Sunday,07:00 to 08:00
993,Ulsoor,72,Sunday,08:00 to 09:00
994,Ulsoor,105,Sunday,09:00 to 10:00
995,Ulsoor,94,Sunday,10:00 to 11:00
996,Ulsoor,92,Sunday,11:00 to 12:00
997,Ulsoor,125,Sunday,12:00 to 13:00
998,Ulsoor,97,Sunday,13:00 to 14:00
999,Ulsoor,109,Sunday,14:00 to 15:00
1000,Ulsoor,108,Sunday,15:00 to 16:00
1001,Ulsoor,118,Sunday,16:00 to 17:00
1002,Ulsoor,112,Sunday,17:00 to 18:00
1003,Ulsoor,118,Sunday,18:00 to 19:00
1004,Ulsoor,100,Sunday,19:00 to 20:00
1005,Ulsoor,107,Sunday,20:00 to 21:00
1006,Ulsoor,106,Sunday,21:00 to 22:00
1007,Ulsoor,131,Sunday,22:00 to 23:00
1008,Ulsoor,133,Sunday,23:00 to 00:00
1009,Commercial Street,73,Monday,00:00 to 01:00
1010,Commercial Street,75,Monday,01:00 to 02:00
1011,Commercial Street,84,Monday,02:00 to 03:00
1012,Commercial Street,84,Monday,03:00 to 04:00
1013,Commercial Street,69,Monday,04:00 to 05:00
1014,Commercial Street,120,Monday,05:00 to 06:00
1015,Commercial Street,121,Monday,06:00 to 07:00
1016,Commercial Street,82,Monday,07:00 to 08:00
1017,Commercial Street,104,Monday,08:00 to 09:00
1018,Commercial Street,141,Monday,09:00 to 10:00
1019,Commercial Street,126,Monday,10:00 to 11:00
1020,Commercial Street,118,Monday,11:00 to 12:00
1021,Commercial Street,77,Monday,12:00 to 13:00
1022,Commercial Street,80,Monday,13:00 to 14:00
1023,Commercial Street,119,Monday,14:00 to 15:00
1024,Commercial Street,78,Monday,15:00 to 16:00
1025,Commercial Street,100,Monday,16:00 to 17:00
1026,Commercial Street,127,Monday,17:00 to 18:00
1027,Commercial Street,168,Monday,18:00 to 19:00
1028,Commercial Street,110,Monday,19:00 to 20:00
1029,Commercial Street,111,Monday,20:00 to 21:00
1030,Commercial Street,114,Monday,21:00 to 22:00
1031,Commercial Street,101,Monday,22:00 to 23:00
1032,Commercial Street,94,Monday,23:00 to 00:00
1033,Commercial Street,81,Tuesday,00:00 to 01:00
1034,Commercial Street,57,Tuesday,01:00 to 02:00
1035,Commercial Street,63,Tuesday,02:00 to 03:00
1036,Commercial Street,77,Tuesday,03:00 to 04:00
1037,Commercial Street,83,Tuesday,04:00 to 05:00
1038,Commercial Street,85,Tuesday,05:00 to 06:00
1039,Commercial Street,120,Tuesday,06:00 to 07:00
1040,Commercial Street,128,Tuesday,07:00 to 08:00
1041,Commercial Street,141,Tuesday,08:00 to 09:00
1042,Commercial Street,109,Tuesday,09:00 to 10:00
1043,Commercial Street,126,Tuesday,10:00 to 11:00
